age,income,gender,time_spent,preferred_platform,interests,demographics,posts_per_week,exercise_hours
61,51116,non-binary,2.0,Facebook,Music,Urban,7,4.0
19,15258,male,1.0,TikTok,Fashion,Urban,6,3.5
13,15282,male,0.5,Snapchat,Sports,Urban,12,6.5
44,53937,female,1.5,Facebook,Travel,Rural,13,9.0
25,31898,male,1.5,Facebook,Technology,Urban,10,9.0
42,44135,male,3.5,Instagram,Travel,Suburban,4,3.5
35,46629,male,0.5,Snapchat,Fashion,Urban,3,0.5
63,83936,male,4.5,Snapchat,Food,Urban,9,1.5
31,56843,male,3.0,Twitter,Travel,Urban,9,2.5
44,59584,male,2.0,TikTok,Travel,Urban,12,1.0
42,63551,male,1.5,Facebook,Music,Rural,14,1.0
41,73380,male,1.5,Facebook,Sports,Urban,9,9.0
61,86971,female,1.0,TikTok,Fashion,Suburban,13,5.0
57,57071,male,1.0,Snapchat,Travel,Suburban,9,4.5
41,60074,male,5.0,Instagram,Fashion,Suburban,5,5.5
42,65188,female,2.5,Snapchat,Sports,Urban,11,6.5
28,32307,female,4.5,TikTok,Music,Urban,10,8.5
52,89901,male,1.0,Snapchat,Fashion,Urban,0,4.0
31,41205,female,1.0,Snapchat,Art,Urban,12,7.0
30,52893,male,3.0,Snapchat,Sports,Suburban,4,1.0
13,24973,male,5.0,Facebook,Sports,Urban,13,5.0
26,35906,female,1.0,Snapchat,Technology,Suburban,3,4.5
63,42591,female,2.0,Facebook,Music,Urban,3,8.5
59,55149,male,3.0,TikTok,Music,Rural,6,1.5
62,84918,male,2.5,Instagram,Art,Urban,8,6.0
14,22183,female,0.5,Twitter,Fashion,Urban,7,2.5
40,65150,male,3.0,Instagram,Food,Rural,10,10.0
61,71852,female,0.5,Facebook,Art,Urban,12,6.0
62,82870,male,1.5,Instagram,Technology,Rural,13,9.5
42,41283,female,5.0,TikTok,Music,Urban,11,2.0
50,83691,female,2.5,TikTok,Sports,Urban,7,9.5
63,41125,female,5.0,Instagram,Music,Suburban,4,6.5
16,16529,female,2.5,TikTok,Art,Rural,5,6.0
13,29046,female,5.0,Snapchat,Food,Urban,1,6.5
20,24786,male,3.0,Twitter,Travel,Rural,12,3.5
41,48438,male,5.0,Facebook,Travel,Suburban,10,7.5
51,70095,male,4.0,TikTok,Music,Rural,13,6.0
15,23004,female,2.5,Twitter,Music,Urban,2,7.0
44,49752,female,0.5,TikTok,Technology,Urban,4,9.0
22,21274,male,2.5,Snapchat,Music,Rural,1,0.0
22,25592,male,1.5,Snapchat,Food,Rural,2,10.5
31,56819,male,2.0,Twitter,Music,Urban,3,0.5
58,76632,female,4.0,Instagram,Fashion,Urban,5,8.5
46,76515,male,3.5,Instagram,Art,Urban,4,9.0
45,74217,female,2.5,Instagram,Food,Suburban,9,3.5
35,63172,non-binary,1.0,Facebook,Technology,Urban,3,1.0
40,72994,male,3.0,Twitter,Fashion,Urban,12,6.5
44,55036,male,3.0,Twitter,Fashion,Urban,14,4.0
62,51739,male,5.0,TikTok,Art,Suburban,1,3.5
19,15264,male,5.0,Facebook,Travel,Urban,11,8.0
41,49587,male,3.0,Twitter,Food,Urban,10,7.5
20,26749,male,4.5,Facebook,Art,Suburban,4,4.5
13,28745,female,4.0,Facebook,Fashion,Suburban,4,10.0
15,15645,male,4.0,Facebook,Technology,Urban,10,4.5
36,70930,female,0.5,Snapchat,Art,Urban,6,2.5
35,56299,female,2.5,Facebook,Travel,Suburban,0,10.5
20,22544,female,3.5,Snapchat,Fashion,Rural,3,8.0
59,70090,male,3.0,Facebook,Art,Suburban,10,7.5
49,71953,female,2.5,TikTok,Food,Rural,4,7.0
15,17990,male,4.0,Snapchat,Travel,Suburban,7,10.5
63,86443,female,1.5,TikTok,Food,Suburban,11,6.5
45,76475,female,3.0,TikTok,Food,Urban,14,1.5
40,58888,female,2.5,TikTok,Food,Urban,11,1.5
59,83732,male,4.0,TikTok,Art,Urban,7,0.5
20,28537,female,2.0,Twitter,Travel,Urban,0,5.0
46,96037,male,4.0,Facebook,Art,Suburban,4,1.5
47,59346,male,5.0,Instagram,Art,Urban,9,10.0
44,40587,male,1.0,Facebook,Art,Suburban,0,10.0
36,52763,male,4.5,Twitter,Fashion,Urban,0,7.5
26,56397,male,4.5,Twitter,Music,Urban,1,10.0
44,44079,female,5.0,TikTok,Sports,Rural,1,1.5
58,76116,female,5.0,TikTok,Fashion,Urban,14,0.0
55,60215,male,3.0,Instagram,Travel,Urban,14,9.0
28,55817,male,2.0,Twitter,Sports,Urban,8,0.5
16,23381,male,2.0,TikTok,Sports,Rural,3,4.0
64,70112,male,3.0,Instagram,Sports,Urban,2,6.0
49,75556,male,2.5,Snapchat,Music,Suburban,10,8.5
33,56274,female,3.0,Facebook,Art,Urban,0,7.5
26,48099,male,3.5,Twitter,Technology,Suburban,11,7.5
43,46450,male,3.5,Instagram,Travel,Urban,1,4.5
60,53230,male,4.5,TikTok,Music,Suburban,5,4.0
30,59009,female,4.0,Twitter,Music,Rural,8,5.0
19,20433,female,3.0,Facebook,Technology,Suburban,4,1.5
22,16098,female,3.0,Facebook,Sports,Suburban,3,4.5
19,22096,female,2.5,Instagram,Art,Suburban,12,1.0
45,68710,male,0.5,TikTok,Technology,Suburban,4,2.5
35,51439,male,4.5,Snapchat,Technology,Urban,8,1.0
33,39087,female,4.5,Instagram,Music,Suburban,11,4.0
31,46021,male,4.5,Instagram,Travel,Urban,12,1.0
60,46416,female,4.0,Twitter,Food,Urban,6,8.5
31,36980,male,5.0,Snapchat,Art,Urban,7,3.5
48,68058,male,1.5,Snapchat,Technology,Urban,14,10.5
41,51101,female,0.5,Instagram,Art,Urban,3,3.5
30,37950,female,4.0,Snapchat,Technology,Suburban,10,7.0
14,24122,female,3.5,Twitter,Sports,Urban,7,6.0
13,27576,male,2.5,TikTok,Art,Urban,5,3.0
59,67516,female,5.0,TikTok,Sports,Suburban,4,9.0
17,29607,male,3.5,Snapchat,Music,Urban,12,3.5
32,52433,male,5.0,Snapchat,Sports,Suburban,11,4.5
23,16089,male,2.0,Instagram,Art,Suburban,6,8.0
54,87346,male,4.5,Snapchat,Fashion,Rural,5,0.0
14,24127,male,5.0,Instagram,Art,Suburban,2,6.0
15,25487,male,1.0,Instagram,Technology,Urban,4,6.0
35,40155,male,4.5,Instagram,Sports,Urban,8,7.5
24,24262,male,4.5,Snapchat,Travel,Urban,6,4.0
32,31958,male,2.5,Facebook,Fashion,Rural,11,4.5
17,25693,male,0.5,Instagram,Music,Urban,3,2.5
49,89112,male,3.5,Instagram,Food,Urban,6,2.0
50,88547,female,5.0,Facebook,Technology,Urban,4,0.5
42,68795,male,5.0,Facebook,Technology,Rural,10,5.0
21,21144,male,2.0,Snapchat,Travel,Urban,12,4.0
46,71447,male,4.5,Snapchat,Food,Rural,14,2.5
65,66598,female,3.0,Instagram,Food,Urban,1,3.5
56,81814,female,1.5,TikTok,Music,Urban,12,4.0
47,75215,female,3.0,Snapchat,Music,Urban,5,4.0
64,49794,female,5.0,Instagram,Fashion,Rural,6,3.5
34,53043,female,3.0,Snapchat,Technology,Rural,7,5.5
56,73209,female,2.5,TikTok,Sports,Urban,5,3.5
36,62424,female,1.0,Instagram,Music,Urban,7,1.0
29,52309,male,5.0,Facebook,Travel,Suburban,6,6.0
22,29478,male,5.0,TikTok,Travel,Urban,1,9.0
42,77396,male,1.0,Twitter,Travel,Urban,13,0.5
58,46370,female,3.5,Facebook,Art,Urban,5,8.0
35,49528,female,1.0,Twitter,Music,Urban,8,7.5
44,68276,female,3.0,Twitter,Music,Urban,11,1.5
29,47332,male,2.5,TikTok,Travel,Urban,5,8.5
62,84333,male,2.0,Twitter,Music,Urban,3,6.5
63,48179,male,3.5,Instagram,Art,Rural,6,0.5
29,46013,male,4.0,Twitter,Sports,Urban,2,6.0
26,52499,female,2.0,Twitter,Sports,Suburban,4,10.0
21,15459,female,0.5,Facebook,Fashion,Urban,0,9.5
52,73952,male,0.5,Twitter,Technology,Suburban,14,8.0
14,19646,female,0.5,Snapchat,Sports,Urban,9,7.0
57,73160,male,0.5,Facebook,Fashion,Suburban,2,9.5
37,69516,non-binary,2.5,Twitter,Food,Urban,7,2.0
51,60449,male,2.0,Instagram,Technology,Rural,8,3.0
21,16138,male,4.5,Instagram,Sports,Urban,8,8.5
34,58384,male,1.5,Instagram,Art,Urban,14,5.0
55,61125,male,3.5,Instagram,Food,Rural,9,8.5
58,47418,male,4.0,Snapchat,Fashion,Suburban,1,2.0
16,21362,female,3.0,Instagram,Sports,Urban,3,6.0
38,42454,female,5.0,Snapchat,Sports,Rural,4,8.5
41,57761,female,0.5,Facebook,Music,Urban,14,0.5
57,55223,male,4.0,TikTok,Food,Urban,2,9.5
46,56701,female,5.0,Twitter,Sports,Rural,12,1.5
35,42597,male,1.5,Snapchat,Travel,Urban,10,6.0
49,50141,male,4.0,Instagram,Art,Rural,0,7.5
23,17659,female,2.0,Instagram,Music,Urban,5,2.5
18,19596,female,4.0,Facebook,Music,Suburban,13,3.5
30,39031,male,0.5,TikTok,Sports,Suburban,14,7.5
33,45037,male,1.5,Instagram,Art,Rural,9,6.0
54,96738,non-binary,3.0,Twitter,Music,Suburban,1,1.5
48,88429,male,4.5,Snapchat,Technology,Urban,8,0.5
53,56142,male,1.0,Instagram,Food,Suburban,0,4.0
50,62109,female,0.5,Snapchat,Technology,Urban,10,8.5
46,72010,male,5.0,Twitter,Fashion,Suburban,8,8.0
29,38787,male,1.5,Snapchat,Technology,Rural,6,3.5
49,92864,male,2.0,Instagram,Art,Urban,10,7.0
37,48472,female,2.5,Instagram,Travel,Suburban,12,4.0
50,99575,female,1.5,Facebook,Music,Urban,9,8.0
24,21999,female,5.0,Snapchat,Art,Urban,1,0.5
35,44249,non-binary,1.0,Twitter,Music,Urban,13,2.5
65,64518,female,1.0,Instagram,Travel,Suburban,5,2.0
54,68351,male,3.5,TikTok,Music,Urban,7,8.0
34,34088,male,4.5,Facebook,Technology,Suburban,14,0.5
33,50562,female,5.0,TikTok,Fashion,Urban,1,8.5
39,55282,female,1.0,TikTok,Sports,Suburban,14,4.5
43,59330,female,3.5,TikTok,Travel,Urban,4,4.5
18,24641,female,3.5,Snapchat,Technology,Rural,12,2.5
39,61778,male,3.5,Instagram,Art,Urban,11,5.5
52,74264,male,1.5,Facebook,Technology,Suburban,10,8.0
46,55075,male,3.5,Snapchat,Technology,Urban,5,6.0
24,25412,male,0.5,Instagram,Sports,Suburban,2,9.5
57,88454,male,5.0,Facebook,Food,Urban,13,7.5
65,58365,female,0.5,Snapchat,Music,Suburban,11,4.5
19,22230,female,2.5,Instagram,Music,Urban,1,10.0
22,26002,male,1.0,TikTok,Art,Suburban,14,0.5
57,53947,male,4.5,Snapchat,Fashion,Urban,10,0.5
29,43686,female,3.5,Snapchat,Art,Urban,5,3.0
38,69304,male,2.0,Snapchat,Food,Urban,2,2.5
33,47915,female,2.0,TikTok,Music,Urban,1,0.0
40,53074,female,1.0,Snapchat,Fashion,Urban,14,5.5
58,44493,female,2.5,Twitter,Art,Rural,0,6.0
14,24335,female,2.0,Instagram,Fashion,Rural,13,5.5
55,74228,female,0.5,TikTok,Technology,Suburban,7,9.0
13,29140,male,4.0,Snapchat,Travel,Urban,0,4.0
63,71655,male,1.5,Instagram,Technology,Urban,11,4.5
65,36816,male,3.0,Facebook,Sports,Suburban,14,8.0
48,61639,non-binary,2.0,Twitter,Music,Urban,4,8.5
63,87192,male,4.5,Facebook,Fashion,Rural,10,3.5
38,69492,male,3.5,TikTok,Art,Urban,5,3.0
41,51240,female,4.5,TikTok,Travel,Rural,10,4.0
33,56957,female,5.0,Facebook,Art,Urban,11,4.5
23,25461,female,1.5,Twitter,Music,Suburban,11,5.5
52,82808,male,0.5,Facebook,Fashion,Urban,2,7.0
23,20827,male,2.5,Snapchat,Fashion,Rural,13,7.0
48,82762,male,1.5,Instagram,Technology,Urban,6,1.5
61,48259,male,3.0,Twitter,Travel,Suburban,1,1.5
51,64849,male,4.0,Instagram,Travel,Rural,6,0.0
52,66232,male,2.0,Facebook,Music,Urban,1,5.5
47,90572,female,2.5,Instagram,Fashion,Urban,4,0.5
46,74173,male,2.5,Facebook,Travel,Urban,6,7.0
59,45374,female,2.0,Twitter,Travel,Urban,10,8.0
36,61174,female,2.0,Facebook,Art,Urban,10,3.0
34,53567,male,2.0,Twitter,Music,Urban,13,2.5
17,17524,female,2.0,TikTok,Technology,Urban,2,5.5
45,59277,male,2.0,Snapchat,Art,Suburban,13,9.0
48,81600,male,2.5,TikTok,Art,Suburban,10,0.0
59,49885,female,1.0,TikTok,Food,Urban,3,10.0
32,56891,male,1.0,Facebook,Sports,Rural,0,6.5
31,51538,non-binary,4.5,Facebook,Food,Rural,2,1.5
47,50778,male,1.0,Twitter,Travel,Suburban,8,2.0
64,69165,female,3.0,TikTok,Fashion,Urban,9,0.0
55,41492,male,1.0,TikTok,Sports,Urban,4,0.0
29,47044,male,2.5,Facebook,Sports,Suburban,14,10.0
57,53615,male,2.0,Instagram,Fashion,Suburban,14,2.5
55,84900,female,3.5,Facebook,Sports,Urban,7,2.0
46,92946,female,3.5,Snapchat,Fashion,Suburban,1,0.5
21,22851,female,3.0,Twitter,Sports,Urban,2,10.0
38,56288,female,5.0,Facebook,Art,Urban,6,2.0
14,22156,female,2.5,Instagram,Music,Suburban,13,4.0
65,32044,female,0.5,Twitter,Music,Suburban,9,9.0
21,22368,female,1.5,Snapchat,Food,Urban,3,10.0
21,18516,female,4.5,Facebook,Art,Suburban,8,7.0
52,80600,female,0.5,TikTok,Sports,Rural,13,6.0
29,43635,female,2.5,Twitter,Technology,Suburban,6,5.5
13,24250,male,1.0,Snapchat,Fashion,Suburban,13,2.0
37,49168,female,2.0,Snapchat,Art,Urban,10,0.5
55,60961,female,0.5,Facebook,Sports,Urban,11,1.5
52,99879,male,1.5,Facebook,Music,Urban,0,8.5
54,94096,male,5.0,Snapchat,Music,Suburban,3,10.0
37,63852,male,3.5,Facebook,Fashion,Suburban,9,4.5
51,83110,female,5.0,Snapchat,Technology,Urban,10,6.0
47,82174,female,1.5,Snapchat,Sports,Urban,5,5.5
15,16447,male,2.0,Snapchat,Sports,Urban,5,0.5
62,66955,female,1.0,Instagram,Technology,Urban,9,7.0
49,56581,female,1.5,Instagram,Technology,Rural,5,6.5
56,84619,male,4.5,Twitter,Technology,Suburban,4,4.5
56,46317,female,1.5,Facebook,Music,Urban,2,10.5
63,89678,non-binary,2.5,Snapchat,Fashion,Suburban,1,3.5
42,66649,female,1.0,Snapchat,Art,Suburban,2,7.0
50,73132,female,2.0,Instagram,Technology,Suburban,8,6.0
46,66789,non-binary,3.5,Snapchat,Fashion,Urban,2,3.5
24,29567,female,3.5,Facebook,Food,Urban,2,10.0
31,44868,male,1.5,Instagram,Sports,Urban,0,10.0
49,74370,female,2.5,TikTok,Sports,Rural,1,10.5
56,82533,female,0.5,TikTok,Travel,Suburban,10,6.5
61,70483,female,5.0,Twitter,Food,Suburban,11,0.0
29,59176,male,5.0,TikTok,Art,Urban,2,6.0
22,18740,female,5.0,Twitter,Technology,Urban,1,3.5
61,52466,male,0.5,Instagram,Technology,Urban,7,8.5
59,68803,female,2.5,Instagram,Art,Rural,5,10.5
24,16846,male,5.0,TikTok,Music,Urban,6,4.0
28,47862,male,4.5,Facebook,Food,Urban,0,6.0
36,71259,male,0.5,Twitter,Technology,Rural,5,1.0
31,30771,male,0.5,Twitter,Travel,Suburban,1,8.5
20,20525,female,2.0,Snapchat,Fashion,Suburban,12,4.5
43,70795,female,2.0,Instagram,Sports,Urban,14,2.0
33,46300,female,1.0,Instagram,Food,Suburban,5,2.5
29,38770,male,4.5,Facebook,Sports,Urban,2,3.5
35,51093,male,4.5,Twitter,Fashion,Suburban,6,3.0
49,96571,female,1.0,Snapchat,Food,Urban,2,10.0
28,30193,female,4.5,Twitter,Fashion,Urban,8,8.5
18,17007,male,3.0,Snapchat,Technology,Suburban,2,6.5
20,16185,female,4.0,Facebook,Art,Suburban,6,7.0
37,51190,male,5.0,TikTok,Technology,Suburban,11,4.5
30,39984,female,2.0,Twitter,Art,Urban,3,10.0
37,72327,female,1.0,Facebook,Technology,Urban,7,5.5
24,24302,male,1.0,Instagram,Fashion,Suburban,13,3.0
27,50389,male,4.5,Snapchat,Fashion,Suburban,1,3.0
38,42261,female,0.5,TikTok,Fashion,Rural,7,5.0
53,78369,male,3.5,Instagram,Sports,Suburban,8,6.0
57,66512,male,1.5,Snapchat,Fashion,Urban,12,7.0
38,46716,female,1.5,Facebook,Technology,Rural,7,8.5
59,61259,male,1.0,Facebook,Travel,Urban,5,3.0
44,68933,male,5.0,Twitter,Fashion,Urban,9,2.5
22,23921,female,3.0,Twitter,Travel,Urban,0,5.0
28,34378,female,5.0,Snapchat,Art,Urban,6,3.5
19,22815,female,1.0,Instagram,Technology,Suburban,0,9.5
29,43778,female,5.0,Facebook,Fashion,Suburban,6,0.0
35,59835,female,2.0,Instagram,Sports,Suburban,13,3.5
38,69033,female,5.0,Facebook,Sports,Urban,1,3.5
33,54000,male,4.5,Facebook,Art,Urban,7,9.0
34,42728,female,4.5,Instagram,Travel,Urban,1,1.0
19,25332,non-binary,3.0,Instagram,Music,Suburban,2,2.0
26,39836,male,2.0,Instagram,Sports,Urban,12,1.0
27,32800,male,3.5,Twitter,Sports,Rural,11,7.0
65,59538,female,0.5,Facebook,Sports,Urban,2,6.5
19,28735,male,2.0,Facebook,Technology,Urban,0,10.0
21,23333,male,2.5,Twitter,Sports,Suburban,4,7.0
63,45410,female,4.0,Facebook,Food,Rural,4,8.0
60,57839,non-binary,1.0,Twitter,Fashion,Urban,9,8.5
20,21892,male,2.5,Facebook,Art,Suburban,4,0.5
62,70519,male,3.0,Instagram,Sports,Rural,13,5.5
35,45808,male,2.5,Facebook,Music,Rural,12,7.5
41,46796,female,4.5,Facebook,Music,Suburban,8,1.5
30,51180,male,5.0,Twitter,Sports,Suburban,5,0.5
43,57709,male,0.5,TikTok,Sports,Urban,5,6.5
42,57543,male,1.5,Facebook,Food,Rural,2,5.0
64,77418,male,1.0,Instagram,Sports,Urban,4,6.0
51,79075,female,1.5,Snapchat,Sports,Rural,9,3.0
47,87755,female,5.0,Instagram,Fashion,Urban,6,4.5
30,45200,female,4.5,Snapchat,Music,Urban,2,0.0
54,87465,female,4.5,Facebook,Food,Suburban,1,10.0
51,80502,male,5.0,TikTok,Music,Urban,4,1.5
29,46724,female,1.0,Instagram,Food,Urban,2,8.5
26,33828,female,1.5,Instagram,Music,Suburban,4,2.5
43,57087,male,2.0,TikTok,Sports,Suburban,8,0.5
36,52605,female,4.5,Twitter,Music,Suburban,10,1.0
47,81337,male,1.5,Twitter,Music,Urban,9,6.5
56,45482,female,3.5,Snapchat,Food,Suburban,0,3.5
57,67005,male,1.5,Twitter,Art,Urban,3,7.5
46,72760,non-binary,3.5,Facebook,Travel,Urban,9,9.0
15,16800,male,3.5,Twitter,Food,Suburban,14,8.5
49,55463,female,4.5,Facebook,Food,Rural,4,2.5
55,86628,female,1.0,Snapchat,Food,Urban,1,6.5
52,54912,female,3.0,TikTok,Technology,Suburban,11,1.0
38,44648,male,4.5,Instagram,Art,Urban,1,7.5
35,73623,female,1.0,Instagram,Technology,Urban,0,0.0
56,75634,female,1.0,Facebook,Technology,Urban,13,5.5
51,94602,male,2.5,Facebook,Food,Rural,7,6.5
27,46294,male,5.0,TikTok,Travel,Rural,1,9.0
61,89334,female,5.0,Facebook,Food,Suburban,2,10.5
16,18112,female,5.0,Instagram,Sports,Suburban,14,9.0
41,62054,male,4.0,Snapchat,Travel,Suburban,11,4.0
34,34492,male,4.5,TikTok,Technology,Urban,1,3.0
37,62207,male,1.0,Twitter,Music,Urban,3,6.5
25,45114,female,2.5,Twitter,Music,Urban,13,2.0
30,31517,female,3.5,Twitter,Art,Suburban,0,8.5
45,66018,female,3.0,TikTok,Fashion,Rural,2,4.0
28,51386,non-binary,3.0,Twitter,Art,Urban,4,10.0
57,57740,male,3.5,Twitter,Travel,Urban,9,3.0
54,94199,male,1.5,Facebook,Technology,Urban,0,4.0
56,48210,male,1.5,Facebook,Travel,Rural,3,1.5
14,26595,male,5.0,Twitter,Travel,Urban,5,8.0
47,95639,female,4.5,TikTok,Music,Urban,14,5.5
54,62743,female,4.0,TikTok,Food,Suburban,3,2.5
46,92092,male,2.5,TikTok,Sports,Suburban,6,8.5
42,46588,male,3.0,Twitter,Fashion,Urban,13,3.5
25,33311,female,5.0,Snapchat,Technology,Urban,6,10.0
25,52432,female,0.5,Snapchat,Travel,Suburban,5,7.0
30,57948,male,5.0,Twitter,Fashion,Urban,8,1.0
44,73755,non-binary,0.5,Instagram,Travel,Rural,1,0.5
44,43321,female,2.0,Instagram,Music,Suburban,12,4.0
47,65812,male,1.0,TikTok,Sports,Urban,9,3.5
51,87383,female,3.5,Instagram,Music,Urban,7,1.5
58,88280,male,1.0,TikTok,Fashion,Urban,7,0.5
64,53146,female,5.0,Facebook,Technology,Urban,10,6.5
41,53654,non-binary,1.0,Snapchat,Travel,Rural,9,0.5
61,75820,female,2.5,Twitter,Sports,Rural,13,0.5
41,40726,female,2.0,Snapchat,Music,Urban,13,10.5
65,33760,male,4.0,Instagram,Fashion,Urban,10,3.0
56,62190,female,2.0,TikTok,Music,Urban,3,5.5
28,31875,female,3.0,Twitter,Travel,Urban,5,2.5
56,63377,female,2.5,Instagram,Travel,Suburban,10,8.5
59,86737,female,1.0,Twitter,Technology,Urban,5,1.5
22,19033,non-binary,4.0,Instagram,Sports,Rural,4,9.0
42,78211,female,1.0,Instagram,Food,Urban,13,6.0
37,57373,male,4.5,Instagram,Music,Suburban,0,9.5
51,53744,non-binary,4.5,TikTok,Travel,Rural,2,10.0
32,57262,female,1.5,Twitter,Fashion,Urban,6,0.5
17,23611,female,2.0,Twitter,Music,Urban,7,3.5
13,15593,female,4.0,Instagram,Technology,Urban,1,9.0
42,72402,male,4.5,Instagram,Technology,Urban,2,4.0
61,74542,male,1.5,TikTok,Travel,Rural,3,1.5
15,25651,female,2.5,Twitter,Travel,Rural,13,7.5
57,73703,female,4.0,TikTok,Travel,Rural,10,9.0
26,43395,male,1.5,Facebook,Art,Rural,4,4.5
42,69808,female,3.5,Facebook,Food,Urban,2,2.5
62,76576,male,4.0,TikTok,Travel,Rural,4,7.5
16,15331,female,5.0,Twitter,Music,Rural,7,4.5
30,41641,male,1.5,Facebook,Music,Urban,7,6.0
49,74306,male,1.0,Instagram,Art,Urban,13,4.0
37,59086,male,5.0,Snapchat,Art,Suburban,1,3.0
60,54376,male,3.5,Instagram,Sports,Urban,5,1.5
13,27198,female,4.5,Twitter,Fashion,Urban,3,9.0
65,35889,male,0.5,Instagram,Travel,Rural,8,1.5
58,77822,male,1.5,Instagram,Music,Rural,9,9.0
27,33868,female,2.5,TikTok,Art,Urban,1,9.0
21,19200,female,1.5,Facebook,Music,Urban,7,5.5
27,46585,male,0.5,Twitter,Music,Rural,0,6.0
61,74610,non-binary,3.5,Snapchat,Art,Suburban,10,1.5
36,50058,male,3.5,Facebook,Food,Urban,5,4.5
16,25188,female,5.0,Instagram,Art,Suburban,10,10.0
24,28577,female,4.0,Twitter,Art,Rural,10,3.0
49,59101,male,2.5,Instagram,Fashion,Rural,13,2.0
49,62497,male,5.0,Instagram,Art,Urban,11,8.0
55,44658,male,2.5,Instagram,Technology,Urban,9,8.5
18,26381,male,2.5,Twitter,Art,Rural,12,5.0
51,90312,female,0.5,Twitter,Music,Urban,0,7.0
58,80486,male,5.0,Twitter,Travel,Suburban,1,10.0
36,57154,male,2.5,Facebook,Music,Urban,2,10.5
23,18155,male,3.0,Twitter,Fashion,Urban,8,3.0
25,57077,male,0.5,TikTok,Technology,Urban,4,8.5
46,61777,female,3.5,Twitter,Art,Urban,9,2.5
37,74396,male,0.5,Snapchat,Food,Rural,9,8.5
19,28989,female,1.0,Twitter,Sports,Urban,11,7.5
64,73154,male,1.0,TikTok,Art,Rural,1,0.5
16,21031,male,2.5,TikTok,Travel,Rural,9,9.0
20,26613,female,5.0,Facebook,Sports,Urban,4,0.0
32,36439,male,3.5,Instagram,Food,Suburban,4,5.0
41,62785,female,0.5,Instagram,Fashion,Urban,0,9.5
65,43392,female,5.0,Instagram,Fashion,Suburban,2,2.0
63,68669,male,0.5,Facebook,Food,Suburban,4,7.5
57,68939,male,0.5,Snapchat,Music,Urban,8,0.0
58,42282,male,3.0,Facebook,Food,Urban,9,9.0
22,16856,male,1.0,Twitter,Art,Suburban,0,6.5
55,88438,male,0.5,Twitter,Travel,Rural,7,1.0
46,74364,male,3.0,Facebook,Technology,Urban,0,0.5
38,41998,male,1.0,TikTok,Art,Suburban,8,2.0
53,81705,female,3.0,Snapchat,Art,Urban,5,8.0
61,78244,female,5.0,Instagram,Art,Rural,0,8.5
15,24428,female,4.0,Instagram,Sports,Urban,7,0.0
18,19669,male,1.0,Facebook,Sports,Suburban,4,7.0
17,27336,male,4.5,Snapchat,Fashion,Urban,6,10.5
17,24342,female,4.0,Facebook,Art,Suburban,6,4.0
59,79832,female,5.0,Twitter,Music,Rural,14,2.0
35,47446,female,0.5,Snapchat,Fashion,Suburban,6,6.0
61,78392,male,3.5,Facebook,Travel,Suburban,5,9.0
21,22461,female,5.0,TikTok,Food,Suburban,10,4.5
47,84587,female,3.0,Facebook,Sports,Rural,7,9.5
32,40516,male,3.0,TikTok,Art,Suburban,8,10.0
61,53749,male,3.0,Facebook,Travel,Rural,11,6.5
54,67514,female,3.0,Twitter,Fashion,Suburban,14,10.5
47,85426,male,5.0,Instagram,Fashion,Suburban,1,10.0
62,76268,male,3.5,Snapchat,Sports,Urban,6,5.5
30,54950,female,1.5,Twitter,Fashion,Suburban,14,5.0
29,32120,female,3.0,Facebook,Music,Urban,1,3.0
36,76788,male,1.5,Twitter,Fashion,Rural,5,8.0
15,25213,male,3.5,Instagram,Technology,Suburban,1,8.5
44,76027,male,3.5,Twitter,Food,Rural,9,3.0
47,78011,female,4.0,TikTok,Fashion,Urban,5,9.5
50,92849,male,1.0,Instagram,Technology,Urban,1,2.5
25,31823,non-binary,4.5,Instagram,Travel,Rural,0,5.0
59,57858,male,2.5,Facebook,Fashion,Urban,6,5.5
37,58626,male,4.5,Twitter,Music,Urban,2,7.5
21,28467,female,5.0,Instagram,Travel,Rural,13,9.0
16,18243,female,2.5,Instagram,Art,Suburban,11,9.0
26,36990,male,3.5,Facebook,Fashion,Urban,13,5.0
49,53134,male,4.5,Instagram,Sports,Rural,12,7.5
46,66743,non-binary,2.0,TikTok,Technology,Urban,3,5.5
23,29895,male,1.0,Instagram,Technology,Rural,12,3.5
53,97775,female,4.5,Twitter,Sports,Urban,5,1.0
15,25233,male,1.0,Snapchat,Food,Suburban,4,0.5
40,41141,female,1.5,Snapchat,Art,Urban,3,2.5
41,58019,female,5.0,Instagram,Music,Suburban,8,7.5
21,28691,male,1.0,Twitter,Technology,Urban,5,9.5
15,19000,female,1.5,TikTok,Travel,Rural,5,7.0
37,76129,male,3.0,Facebook,Music,Urban,1,6.5
46,72967,male,1.5,Instagram,Technology,Urban,5,0.5
24,22835,female,5.0,Facebook,Art,Suburban,6,9.5
54,61172,male,4.0,Instagram,Food,Urban,7,8.5
21,15006,female,3.0,Instagram,Art,Urban,14,6.5
27,33267,male,3.5,Snapchat,Travel,Urban,13,8.5
52,89332,male,0.5,Facebook,Art,Urban,7,0.5
37,66167,male,1.5,Twitter,Music,Urban,8,0.0
17,19928,male,1.5,Twitter,Travel,Urban,9,9.5
23,26456,male,1.0,Instagram,Sports,Urban,10,0.5
46,68990,female,3.5,Snapchat,Fashion,Suburban,12,4.0
36,45906,female,4.5,Instagram,Sports,Suburban,11,4.0
